Orenco,45.5283423,-122.9074569
Indian Hills,45.5069257,-122.8955369
Rock Creek,45.5492551,-122.8685118
Bethany,45.54294429999999,-122.8579522
Oak Hills,45.5387381,-122.8360443
Jacob Wismer,45.5601887,-122.823618
Findley,45.5498222,-122.8116088
Bonny Slope,45.539381,-122.7970079
Cedar Mill,45.5274603,-122.7827561
Forest Park,45.5425751,-122.777329
